Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
23848323,Dawn of the New Everything: Encounters with Reality and Virtual Reality,Jaron Lanier,"Lanier, Jaron",,"=""1627794093""","=""9781627794091""",0,3.92,Henry Holt and Co.,Hardcover,304,2017,2017,,2019/05/04,to-read,to-read (#348),to-read,,,,0,,,0,,,,,
36517037,Software Design X-Rays: Fix Technical Debt with Behavioral Code Analysis,Adam Tornhill,"Tornhill, Adam",,"=""""","=""9781680502725""",4,4.21,Pragmatic Bookshelf,Paperback,200,2018,,,2019/05/04,,,read,,,,1,,,0,,,,,
1252046,Teaching As A Conserving Activity,Neil Postman,"Postman, Neil",,"=""0440086515""","=""9780440086512""",0,4.08,Delacorte Press,Unknown Binding,244,1979,1979,,2019/05/04,to-read,to-read (#346),to-read,,,,0,,,0,,,,,
3104497,Software Design Cognitive Aspect,Françoise Détienne,"Détienne, Françoise",F. Bott,"=""1852332530""","=""9781852332532""",0,4.25,Springer,Paperback,146,2001,2001,,2019/05/04,to-read,to-read (#345),to-read,,,,0,,,0,,,,,
34789191,"Perceiving, Acting and Knowing: Toward an Ecological Psychology",Robert Shaw,"Shaw, Robert",John Bransford,"=""1315467925""","=""9781315467924""",0,4.50,Routledge,ebook,500,2017,,,2018/08/18,to-read,to-read (#306),to-read,,,,0,,,0,,,,,
40897404,petite poucette,Michel Serres,"Serres, Michel",,"=""""","=""""",0,3.24,Le Pommier,Kindle Edition,84,2015,2012,,2018/08/18,to-read,to-read (#298),to-read,,,,0,,,0,,,,,
6785495,Les Misérables,Victor Hugo,"Hugo, Victor",,"=""""","=""""",4,4.19,Burt,,715,1925,1862,,2012/10/20,,,read,,,,1,,,0,,,,,
3825524,"The Emotion Machine: Commonsense Thinking, Artificial Intelligence, and the Future of the Human Mind",Marvin Minsky,"Minsky, Marvin",,"=""0743276647""","=""9780743276641""",0,3.80,Simon  Schuster,Paperback,400,2007,2006,,2015/05/25,,,read,,,,1,,,0,,,,,
6407789,Beautiful Teams: Inspiring and Cautionary Tales from Veteran Team Leaders,Andrew Stellman,"Stellman, Andrew",Jennifer Greene,"=""0596518021""","=""9780596518028""",0,3.62,O'Reilly Media,Paperback,510,2009,2009,,2018/08/18,to-read,to-read (#344),to-read,,,,0,,,0,,,,,
2335148,Making Things Happen: Mastering Project Management,Scott Berkun,"Berkun, Scott",,"=""0596517718""","=""9780596517717""",0,3.95,O'Reilly Media,Paperback,410,2008,2001,,2018/08/18,,,read,,,,1,,,0,,,,,
5451386,Cultures of Infancy,Heidi Keller,"Keller, Heidi",,"=""080586315X""","=""9780805863154""",0,3.00,Psychology Press,Paperback,338,2007,2007,,2018/08/18,to-read,to-read (#343),to-read,,,,0,,,0,,,,,
30291525,La psychologie de l'enfant,Jean Piaget,"Piaget, Jean",Bärbel Inhelder,"=""2130608787""","=""9782130608783""",0,3.89,Presses Universitaires de France - PUF,Paperback,,2012,1950,,2018/08/18,to-read,to-read (#342),to-read,,,,0,,,0,,,,,
32568878,Scientific Secrets for Raising Kids Who Thrive,Peter M. Vishton,"Vishton, Peter M.",,"=""1629970522""","=""9781629970523""",0,4.46,The Great Courses,Audio CD,1,,2014,,2018/08/18,to-read,to-read (#341),to-read,,,,0,,,0,,,,,
17756296,"Speculative Everything: Design, Fiction, and Social Dreaming",Anthony Dunne,"Dunne, Anthony",Fiona Raby,"=""0262019841""","=""9780262019842""",0,4.12,MIT Press,Hardcover,224,2013,2013,,2018/08/18,to-read,to-read (#340),to-read,,,,0,,,0,,,,,
141850,The Ten-Day MBA : A Step-By-Step Guide To Mastering The Skills Taught In America's Top Business Schools,Steven Silbiger,"Silbiger, Steven",,"=""0060799072""","=""9780060799076""",0,3.65,HarperCollins Publishers,Paperback,420,2005,1993,,2018/08/18,to-read,to-read (#339),to-read,,,,0,,,0,,,,,
6593958,Avant le big bang ,Igor Bogdanov,"Bogdanov, Igor",Grichka Bogdanov,"=""2246501113""","=""9782246501114""",0,3.32,Grasset & Fasquelle ,,388,2004,2004,,2018/08/18,,,read,,,,1,,,0,,,,,
156605,Understanding Wood,R. Bruce Hoadley,"Hoadley, R. Bruce",,"=""1561583588""","=""9781561583584""",0,4.30,Taunton Press,Hardcover,288,2000,1980,,2018/08/18,to-read,to-read (#338),to-read,,,,0,,,0,,,,,
18763498,By Hand & Eye,George R. Walker,"Walker, George R.",Jim Tolpin,"=""0985077751""","=""9780985077754""",0,4.26,Lost Art Press,Hardcover,186,2013,2013,,2018/08/18,,,read,,,,1,,,0,,,,,
29622745,Collaboration Patterns: A Pattern Language for Creative Collaborations,Takashi Iba,"Iba, Takashi",,"=""1312447168""","=""9781312447165""",0,3.67,Lulu.com,Paperback,122,2018,,,2018/08/18,to-read,to-read (#337),to-read,,,,0,,,0,,,,,
245344,Structures: Or Why Things Don't Fall Down,J.E. Gordon,"Gordon, J.E.",,"=""0306812835""","=""9780306812835""",0,4.15,Da Capo Press,Paperback,395,2003,1978,,2018/08/18,to-read,to-read (#336),to-read,,,,0,,,0,,,,,
459477,Measuring the World,Daniel Kehlmann,"Kehlmann, Daniel",,"=""0307277399""","=""9780307277398""",0,3.74,Vintage,Paperback,272,2007,2005,,2018/08/18,to-read,to-read (#335),to-read,,,,0,,,0,,,,,
1457817,The Book Nobody Read: Chasing the Revolutions of Nicolaus Copernicus,Owen Gingerich,"Gingerich, Owen",,"=""0802714153""","=""9780802714152""",0,3.80,Walker & Company,Hardcover,306,2004,2004,,2018/08/18,to-read,to-read (#334),to-read,,,,0,,,0,,,,,
1143837,Matter and Motion,James Clerk Maxwell,"Maxwell, James Clerk",,"=""1573929891""","=""9781573929899""",0,4.33,Prometheus Books,Paperback,,2002,1991,,2018/08/18,to-read,to-read (#333),to-read,,,,0,,,0,,,,,
34082138,The Origins of Creativity,Edward O. Wilson,"Wilson, Edward O.",,"=""1631493183""","=""9781631493188""",0,3.75,Liveright,Hardcover,256,2017,2017,,2018/08/18,to-read,to-read (#332),to-read,,,,0,,,0,,,,,
22529392,Genius At Play: The Curious Mind of John Horton Conway,Siobhan Roberts,"Roberts, Siobhan",,"=""1620405938""","=""9781620405932""",0,3.93,Bloomsbury USA,Hardcover,480,2015,2015,,2018/08/18,,,read,,,,1,,,0,,,,,
21391619,Thinkpak: A Brainstorming Card Deck,Michael Michalko,"Michalko, Michael",,"=""""","=""""",0,4.26,Ten Speed Press,Kindle Edition,66,2014,1994,,2018/08/18,to-read,to-read (#331),to-read,,,,0,,,0,,,,,
25614984,Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,Marie Kondō,"Kondō, Marie","Masako Inoue, Cathy Hirano","=""1607749726""","=""9781607749721""",0,3.87,Ten Speed Press,Hardcover,291,2016,2016,,2018/08/18,,,read,,,,1,,,0,,,,,
30671,The Sleepwalkers: A History of Man's Changing Vision of the Universe,Arthur Koestler,"Koestler, Arthur",Herbert Butterfield,"=""0140192468""","=""9780140192469""",0,4.28,Arkana/Penguin,Paperback,624,1990,1959,,2018/08/18,to-read,to-read (#330),to-read,,,,0,,,0,,,,,
9014214,Learn to Play Go: A Master's Guide to the Ultimate Game (Volume I),Janice Kim,"Kim, Janice",Soo-hyun Jeong,"=""1453632891""","=""9781453632895""",0,4.23,Createspace Independent Publishing Platform,Paperback,186,2010,1994,,2018/08/18,to-read,to-read (#329),to-read,,,,0,,,0,,,,,
23995249,The Invention of Nature: Alexander von Humboldt's New World,Andrea Wulf,"Wulf, Andrea",,"=""038535066X""","=""9780385350662""",0,4.25,Knopf,Hardcover,473,2015,2015,,2018/08/18,,,read,,,,1,,,0,,,,,
320561,Infinite in All Directions,Freeman Dyson,"Dyson, Freeman",,"=""0060728892""","=""9780060728892""",0,3.97,Harper Perennial,Paperback,321,2004,1988,,2018/08/18,to-read,to-read (#328),to-read,,,,0,,,0,,,,,
33785338,Inheritors of the Earth: How Nature Is Thriving in an Age of Extinction,Chris D. Thomas,"Thomas, Chris D.",,"=""1610397274""","=""9781610397278""",0,3.98,PublicAffairs,Hardcover,320,2017,2017,,2018/08/18,to-read,to-read (#327),to-read,,,,0,,,0,,,,,
12459232,Evocative Objects: Things We Think with,Sherry Turkle,"Turkle, Sherry",,"=""0262516772""","=""9780262516778""",0,3.76,MIT Press,Paperback,385,2011,2007,,2018/08/18,to-read,to-read (#326),to-read,,,,0,,,0,,,,,
9668033,"Six Not-So-Easy Pieces: Einstein’s Relativity, Symmetry, and Space-Time",Richard P. Feynman,"Feynman, Richard P.","Robert B. Leighton, Matthew L. Sands","=""0465025269""","=""9780465025268""",0,4.25,Basic Books,Paperback,154,2011,1963,,2018/08/18,to-read,to-read (#325),to-read,,,,0,,,0,,,,,
31021908,An Introduction to the Study of Gothic Architecture (Classic Reprint),John Henry Parker,"Parker, John Henry",,"=""1333015879""","=""9781333015879""",0,0.0,Forgotten Books,Paperback,378,2018,1877,,2018/08/18,to-read,to-read (#324),to-read,,,,0,,,0,,,,,
421727,"Philosophy in a New Key: A Study in the Symbolism of Reason, Rite, and Art",Susanne K. Langer,"Langer, Susanne K.",,"=""""","=""""",0,4.11,Harvard University Press,Paperback,313,1957,1942,,2018/08/18,to-read,to-read (#323),to-read,,,,0,,,0,,,,,
6040499,"The Ghost Map: The Story of London's Most Terrifying Epidemic - and How it Changed Science, Cities, and the Modern World",Steven Johnson,"Johnson, Steven",,"=""0739483846""","=""9780739483848""",0,3.88,Riverhead Books,Paperback,299,2006,2006,,2018/08/18,to-read,to-read (#322),to-read,,,,0,,,0,,,,,
6370493,The Essential Galileo,Galileo Galilei,"Galilei, Galileo",Maurice A. Finocchiaro,"=""0872209377""","=""9780872209374""",0,3.72,"Hackett Publishing Company, Inc.",Paperback,390,2008,2008,,2018/08/18,to-read,to-read (#321),to-read,,,,0,,,0,,,,,
10675,Lateral Thinking: Creativity Step by Step,Edward de Bono,"Bono, Edward de",,"=""0060903252""","=""9780060903251""",0,3.79,Harper Perennial,Paperback,304,,1970,,2018/08/18,to-read,to-read (#320),to-read,,,,0,,,0,,,,,
10145975,West with the Night,Beryl Markham,"Markham, Beryl",,"=""0865477639""","=""9780865477636""",0,4.12,North Point Press,Paperback,294,2013,1942,,2018/08/18,to-read,to-read (#319),to-read,,,,0,,,0,,,,,
2313809,The Idea of Decline in Western History,Arthur Herman,"Herman, Arthur",,"=""1416576339""","=""9781416576334""",0,4.25,Free Press,Paperback,528,2007,1997,,2018/08/18,to-read,to-read (#318),to-read,,,,0,,,0,,,,,
13543093,The Better Angels of Our Nature: Why Violence Has Declined,Steven Pinker,"Pinker, Steven",,"=""0143122010""","=""9780143122012""",0,4.15,Penguin Books,Paperback,806,2012,2010,,2018/08/18,to-read,to-read (#317),to-read,,,,0,,,0,,,,,
13547504,"Far from the Tree: Parents, Children, and the Search for Identity",Andrew Solomon,"Solomon, Andrew",,"=""""","=""""",0,4.23,Scribner,Hardcover,962,2012,2012,,2018/08/18,to-read,to-read (#316),to-read,,,,0,,,0,,,,,
705566,The World of Mathematics: A Four-Volume Set,James Roy Newman,"Newman, James Roy",,"=""0486432688""","=""9780486432687""",0,4.25,Dover Publications,Paperback,2576,2003,1956,,2018/08/18,to-read,to-read (#315),to-read,,,,0,,,0,,,,,
202470,Collective Electrodynamics: Quantum Foundations of Electromagnetism,Carver A. Mead,"Mead, Carver A.",,"=""0262632608""","=""9780262632607""",0,3.94,MIT Press,Paperback,159,2002,2000,,2018/08/18,to-read,to-read (#314),to-read,,,,0,,,0,,,,,
21981723,QED: The Strange Theory of Light and Matter,Richard P. Feynman,"Feynman, Richard P.",A. Zee,"=""0691164096""","=""9780691164090""",0,4.25,Princeton University Press,Paperback,192,2014,1985,,2018/08/18,to-read,to-read (#313),to-read,,,,0,,,0,,,,,
11686873,Physics of the Future: How Science Will Shape Human Destiny and Our Daily Lives by the Year 2100,Michio Kaku,"Kaku, Michio",,"=""0307473333""","=""9780307473332""",0,4.00,Anchor Books,Paperback,450,2012,2011,,2018/08/18,to-read,to-read (#312),to-read,,,,0,,,0,,,,,
110331,The Federalist Papers,Alexander Hamilton,"Hamilton, Alexander","James Madison, John Jay, Philo-Publius, Clinton Rossiter, Charles R. Kessler","=""0451528816""","=""9780451528810""",0,4.09,Signet Classics,Paperback,688,2003,1788,,2018/08/18,to-read,to-read (#311),to-read,,,,0,,,0,,,,,
22295326,History of the Philippines: From Indios Bravos to Filipinos,Luis H. Francia,"Francia, Luis H.",,"=""1468308572""","=""9781468308570""",0,3.91,Harry N. Abrams,Paperback,368,2013,2010,,2018/08/18,to-read,to-read (#310),to-read,,,,0,,,0,,,,,
13539043,"Thinking, Fast and Slow",Daniel Kahneman,"Kahneman, Daniel",,"=""0374533555""","=""9780374533557""",0,4.17,"Farrar, Straus and Giroux",Paperback,499,2013,2011,,2018/08/18,,,read,,,,1,,,0,,,,,
96444,"Conscientious Objections: Stirring Up Trouble About Language, Technology and Education",Neil Postman,"Postman, Neil",,"=""067973421X""","=""9780679734215""",0,4.10,Vintage,Paperback,201,1992,1988,,2018/08/18,,,read,,,,1,,,0,,,,,
5640427,Simulation and Its Discontents,Sherry Turkle,"Turkle, Sherry","William J. Clancey, Stefan Helmreich, Yanni Alexander Loukissas, Natasha Myers","=""0262012707""","=""9780262012706""",0,3.58,MIT Press,Hardcover,217,2009,2009,,2018/08/18,to-read,to-read (#309),to-read,,,,0,,,0,,,,,
2050220,Building Large Knowledge-Based Systems: Representation and Inference in the Cyc Project,Douglas B. Lenat,"Lenat, Douglas B.",,"=""0201517523""","=""9780201517521""",0,4.00,Addison Wesley Publishing Company,Hardcover,372,1990,1990,,2018/08/18,to-read,to-read (#308),to-read,,,,0,,,0,,,,,
239796,Coming of Age in the Milky Way,Timothy Ferris,"Ferris, Timothy",,"=""0060535954""","=""9780060535957""",5,4.16,Harper Perennial,Paperback,512,2003,1988,,2018/08/18,,,read,,,,1,,,0,,,,,
13832131,A Mathematician's Apology,G.H. Hardy,"Hardy, G.H.",C.P. Snow,"=""110760463X""","=""9781107604636""",0,3.93,Cambridge University Press,Paperback,154,2012,1940,,2018/08/18,to-read,to-read (#307),to-read,,,,0,,,0,,,,,
134571,Science in Action: How to Follow Scientists and Engineers Through Society,Bruno Latour,"Latour, Bruno",,"=""""","=""""",0,4.02,Harvard University Press,Paperback,288,1988,1987,,2018/08/18,to-read,to-read (#305),to-read,,,,0,,,0,,,,,
61552,Popper Selections,Karl Popper,"Popper, Karl",David       Miller,"=""0691020310""","=""9780691020310""",0,4.06,Princeton University Press,Paperback,479,1985,1985,,2018/08/18,to-read,to-read (#304),to-read,,,,0,,,0,,,,,
5592,"From Counterculture to Cyberculture: Stewart Brand, the Whole Earth Network, and the Rise of Digital Utopianism",Fred Turner,"Turner, Fred",,"=""0226817415""","=""9780226817415""",0,3.98,University of Chicago Press,Hardcover,327,2006,2006,,2018/08/18,to-read,to-read (#303),to-read,,,,0,,,0,,,,,
34523271,Designing Reality: How to Survive and Thrive in the Third Digital Revolution,Neil Gershenfeld,"Gershenfeld, Neil","Alan Gershenfeld, Joel Cutcher-Gershenfeld","=""0465093477""","=""9780465093472""",0,3.56,Basic Books,Hardcover,304,2017,,,2018/08/18,to-read,to-read (#302),to-read,,,,0,,,0,,,,,
36185976,Factfulness: Ten Reasons We're Wrong About the World--and Why Things Are Better Than You Think,Hans Rosling,"Rosling, Hans","Anna Rosling Rönnlund, Ola Rosling","=""""","=""""",0,4.36,Flatiron Books,Hardcover,342,2018,2018,,2018/08/18,to-read,to-read (#301),to-read,,,,0,,,0,,,,,
1021127,The Underground History of American Education: A Schoolteacher's Intimate Investigation Into the Problem of Modern Schooling,John Taylor Gatto,"Gatto, John Taylor",,"=""0945700040""","=""9780945700043""",0,4.32,Oxford Village Press,Paperback,412,2000,2000,,2018/08/18,to-read,to-read (#300),to-read,,,,0,,,0,,,,,
30659,Meditations,Marcus Aurelius,"Aurelius, Marcus","Martin Hammond, Albert Wittstock, عادل مصطفى, Simone Mooij-Valk, Diskin Clay","=""0140449337""","=""9780140449334""",0,4.24,Penguin Books,Paperback,303,2006,180,,2018/08/18,to-read,to-read (#299),to-read,,,,0,,,0,,,,,
136043,How to Think about the Great Ideas: From the Great Books of Western Civilization,Mortimer J. Adler,"Adler, Mortimer J.",Max Weismann,"=""0812694120""","=""9780812694123""",0,3.98,Open Court,Paperback,530,2000,2000,,2018/08/18,,,read,,,,1,,,0,,,,,
29492359,L’Humaine Condition,Hannah Arendt,"Arendt, Hannah","Marie Berrane, Guy Durand, Georges Fradier, Patrick Levy, Philippe Raynaud","=""2070122395""","=""9782070122394""",0,4.22, Gallimard,,1056,2012,1958,,2018/08/18,to-read,to-read (#297),to-read,,,,0,,,0,,,,,
1162710,The Great Chain of Being: A Study of the History of an Idea,Arthur O. Lovejoy,"Lovejoy, Arthur O.",,"=""0674361539""","=""9780674361539""",0,4.08,Harvard University Press,Paperback,400,1976,1936,,2018/08/18,to-read,to-read (#296),to-read,,,,0,,,0,,,,,
32704438,"Trois amis en quete de sagesse - un moine , un philosophe , un psychiatre nous parlent de l'essentiel",Christophe André,"André, Christophe","Alexandre Jollien, Matthieu Ricard, L'Iconoclaste","=""0320081680""","=""9780320081682""",0,4.21,French and European Publications Inc,Paperback,396,2016,,,2018/08/18,to-read,to-read (#295),to-read,,,,0,,,0,,,,,
25604050,L'Univers à portée de main,Christophe Galfard,"Galfard, Christophe","Eva Roques, Thierry Piélat","=""2081346516""","=""9782081346512""",0,4.36,Flammarion,Paperback,441,2015,2015,,2018/08/18,to-read,to-read (#294),to-read,,,,0,,,0,,,,,
33219774,Le monde a-t-il un sens?,Jean-Marie Pelt,"Pelt, Jean-Marie",Pierre Rabhi,"=""""","=""9782330070465""",0,3.56,Babel,Paperback,175,2016,2014,,2018/08/18,to-read,to-read (#293),to-read,,,,0,,,0,,,,,
126274,Understanding Media: The Extensions of Man,Marshall McLuhan,"McLuhan, Marshall",Lewis H. Lapham,"=""0262631598""","=""9780262631594""",0,4.10,The MIT Press,Paperback,392,1994,1964,,2018/08/18,to-read,to-read (#292),to-read,,,,0,,,0,,,,,
13292446,Oriental Rugs,John Kimberly Mumford,"Mumford, John Kimberly",,"=""0517339358""","=""9780517339350""",0,0.0,Bramhall House,Hardcover,282,1981,1981,,2018/08/18,to-read,to-read (#291),to-read,,,,0,,,0,,,,,
34540105,Architectural Intelligence: How Designers and Architects Created the Digital Landscape,Molly Wright Steenson,"Steenson, Molly Wright",,"=""0262037068""","=""9780262037068""",0,4.06,The MIT Press,Hardcover,312,2017,,,2018/08/18,to-read,to-read (#290),to-read,,,,0,,,0,,,,,
22612467,Dictionary of the History of Ideas: 004,Philip P. Wiener,"Wiener, Philip P.",,"=""0684164256""","=""9780684164250""",0,2.00,Macmillan Pub Co,Paperback,,1980,,,2018/08/18,to-read,to-read (#289),to-read,,,,0,,,0,,,,,
48021,Innovation and Entrepreneurship,Peter F. Drucker,"Drucker, Peter F.",,"=""0060851139""","=""9780060851132""",0,4.04,Harper Business,Paperback,288,2006,1985,,2018/08/18,to-read,to-read (#288),to-read,,,,0,,,0,,,,,
8263820,Steps to Ecol of Mind,Gregory Bateson,"Bateson, Gregory",,"=""0345301781""","=""9780345301789""",0,4.25,Ballantine Books,Mass Market Paperback,541,,1972,,2018/08/18,to-read,to-read (#287),to-read,,,,0,,,0,,,,,
594887,Le Moine et le philosophe,Matthieu Ricard,"Ricard, Matthieu",Jean-François Revel,"=""2266079905""","=""9782266079907""",0,4.14,Pocket,Mass Market Paperback,410,1999,1997,,2018/08/18,to-read,to-read (#286),to-read,,,,0,,,0,,,,,
2271976,Galileo's Commandment: An Anthology Of Great Science Writing,Edmund Blair Bolles,"Bolles, Edmund Blair",,"=""0716730359""","=""9780716730354""",0,4.16,W.H. Freeman & Company,Hardcover,485,1999,1999,,2018/08/18,to-read,to-read (#285),to-read,,,,0,,,0,,,,,
25622293,The Meaning of Human Existence,Edward O. Wilson,"Wilson, Edward O.",,"=""1631491148""","=""9781631491146""",0,3.86,Liveright Publishing,Paperback,207,2015,2014,,2018/08/18,to-read,to-read (#284),to-read,,,,0,,,0,,,,,
25622245,The Blind Watchmaker: Why the Evidence of Evolution Reveals a Universe without Design,Richard Dawkins,"Dawkins, Richard",,"=""0393351491""","=""9780393351491""",0,4.08,W. W. Norton  Company,Paperback,496,2015,1986,,2018/08/18,to-read,to-read (#283),to-read,,,,0,,,0,,,,,
129494,The Greek Way,Edith Hamilton,"Hamilton, Edith",,"=""0393310779""","=""9780393310771""",0,3.92,W. W. Norton & Co,Paperback,212,1993,1930,,2018/08/18,to-read,to-read (#282),to-read,,,,0,,,0,,,,,
31170723,Behave: The Biology of Humans at Our Best and Worst,Robert M. Sapolsky,"Sapolsky, Robert M.",,"=""1594205078""","=""9781594205071""",0,4.43,Penguin Press,Hardcover,790,2017,2017,,2018/08/18,to-read,to-read (#281),to-read,,,,0,,,0,,,,,
36204378,The Book of Why: The New Science of Cause and Effect,Judea Pearl,"Pearl, Judea",Dana Mackenzie,"=""046509760X""","=""9780465097609""",2,3.94,Basic Books,Hardcover,432,2018,2018,,2018/08/18,,,read,,,,1,,,0,,,,,
41829,Atom: Journey Across the Subatomic Cosmos,Isaac Asimov,"Asimov, Isaac",D.F. Bach,"=""0452268346""","=""9780452268340""",0,4.25,Plume,Paperback,336,1992,1991,,2018/08/18,to-read,to-read (#280),to-read,,,,0,,,0,,,,,
157210,The Merriam-Webster Dictionary,Merriam-Webster,"Merriam-Webster, Merriam-Webster",,"=""087779930X""","=""9780877799306""",0,4.31,Merriam-Webster,Paperback,939,2004,1977,,2018/08/18,to-read,to-read (#279),to-read,,,,0,,,0,,,,,
25587,The Second World War,Winston S. Churchill,"Churchill, Winston S.",John Keegan,"=""039541685X""","=""9780395416853""",0,4.47,Mariner Books,Paperback,4736,1986,1948,,2018/08/18,to-read,to-read (#278),to-read,,,,0,,,0,,,,,
664451,Great Books of the Western World,Mortimer J. Adler,"Adler, Mortimer J.",,"=""0852295316""","=""9780852295311""",0,4.53,Encyclopaedia Britannica,Hardcover,37000,2007,1952,,2018/08/18,to-read,to-read (#277),to-read,,,,0,,,0,,,,,
1120136,"The Feynman Lectures on Physics Vol 1: Mainly Mechanics, Radiation & Heat (World Student)",Richard P. Feynman,"Feynman, Richard P.","Robert B. Leighton, Matthew L. Sands","=""0201021161""","=""9780201021165""",0,4.61,Addison Wesley Longman,Paperback,160,1963,1963,,2018/08/18,to-read,to-read (#276),to-read,,,,0,,,0,,,,,
1490767,The Feynman Lectures on Physics Vol 2,Richard P. Feynman,"Feynman, Richard P.",,"=""020102117X""","=""9780201021172""",0,4.63,Addison Wesley Longman,Paperback,592,1971,1963,,2018/08/18,to-read,to-read (#275),to-read,,,,0,,,0,,,,,
1672329,The Feynman Lectures on Physics Vol 3,Richard P. Feynman,"Feynman, Richard P.","Robert B. Leighton, Matthew L. Sands","=""0201021188""","=""9780201021189""",0,4.63,Addison Wesley Longman,Paperback,,1966,1966,,2018/08/18,to-read,to-read (#274),to-read,,,,0,,,0,,,,,
111211,"Punished by Rewards: The Trouble with Gold Stars, Incentive Plans, A's, Praise and Other Bribes",Alfie Kohn,"Kohn, Alfie",,"=""0735101388""","=""9780735101388""",0,4.15,Replica Books,Hardcover,412,2001,1993,,2018/08/18,to-read,to-read (#273),to-read,,,,0,,,0,,,,,
41213492,Foresight and Understanding: An Inquiry into the Aims of Science,Stephen Toulmin,"Toulmin, Stephen",Jacques Barzun,"=""0090604415""","=""9780090604418""",0,4.27,Indiana University Press,Hardcover,116,,1961,,2018/08/18,to-read,to-read (#272),to-read,,,,0,,,0,,,,,
608307,Feeling and Form,Susanne K. Langer,"Langer, Susanne K.",,"=""0023675004""","=""9780023675003""",0,4.20,Pearson,Paperback,464,1977,1953,,2018/08/18,to-read,to-read (#271),to-read,,,,0,,,0,,,,,
1300734,The thinking eye,Paul Klee,"Klee, Paul",,"=""""","=""""",0,4.26,G Wittenborn,Hardcover,541,1964,1956,,2018/08/18,to-read,to-read (#270),to-read,,,,0,,,0,,,,,
3934633,Origins of Knowledge and Imagination (Mrs. Hepsa Ely Silliman memorial lectures),Jacob Bronowski,"Bronowski, Jacob",,"=""0300021925""","=""9780300021929""",0,4.22,Yale University Press,Hardcover,144,1978,1978,,2018/08/18,to-read,to-read (#269),to-read,,,,0,,,0,,,,,
2467021,Falling for Science: Objects in Mind,Sherry Turkle,"Turkle, Sherry",,"=""0262201720""","=""9780262201728""",0,3.58,MIT Press (MA),Hardcover,318,2008,2008,,2018/08/18,to-read,to-read (#268),to-read,,,,0,,,0,,,,,
1779926,Human-Machine Reconfigurations: Plans and Situated Actions,Lucy A. Suchman,"Suchman, Lucy A.",,"=""052167588X""","=""9780521675888""",0,3.74,Cambridge University Press,Paperback,328,2007,2006,,2018/08/18,to-read,to-read (#267),to-read,,,,0,,,0,,,,,
415052,The Colossal Book of Mathematics,Martin Gardner,"Gardner, Martin",,"=""0393020231""","=""9780393020236""",0,4.33,W. W. Norton  Company,Hardcover,736,2001,2001,,2018/08/18,to-read,to-read (#266),to-read,,,,0,,,0,,,,,
1142709,How to Write Parallel Programs: A First Course,Nicholas Carriero,"Carriero, Nicholas",David Gelernter,"=""026203171X""","=""9780262031714""",0,3.67,MIT Press (MA),Hardcover,232,1990,1990,,2018/08/18,to-read,to-read (#265),to-read,,,,0,,,0,,,,,
2642948,"Acts of Meaning: Four Lectures on Mind and Culture,",Jerome Bruner,"Bruner, Jerome",,"=""0674003608""","=""9780674003606""",0,4.07,Harvard University Press,Hardcover,181,1990,1990,,2018/08/18,to-read,to-read (#264),to-read,,,,0,,,0,,,,,
35670157,Notebook: Unlined Notebook - Large (8.5 x 11 inches) - 100 Pages - Black Cover,NOT A BOOK,"BOOK, NOT A",,"=""1545240965""","=""9781545240960""",0,0.0,CreateSpace Independent Publishing Platform,Paperback,100,2017,,,2018/08/18,to-read,to-read (#263),to-read,,,,0,,,0,,,,,
18847750,Designing with the Mind in Mind: Simple Guide to Understanding User Interface Design Guidelines,Jeff                                                 Johnson,"Johnson, Jeff",,"=""0124079148""","=""9780124079144""",0,4.10,Morgan Kaufmann Publishers,Paperback,234,2014,2010,,2018/08/18,to-read,to-read (#262),to-read,,,,0,,,0,,,,,
274186,The Remains of the Day,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""0679731725""","=""9780679731726""",0,4.14,Vintage Books,Paperback,245,1990,1989,,2018/08/18,to-read,to-read (#261),to-read,,,,0,,,0,,,,,
23149554,Fundamentals of Stream Processing,Henrique C. M. Andrade,"Andrade, Henrique C. M.","Bugra Gedik, Deepak S. Turaga","=""""","=""""",0,4.50,Cambridge University Press,Kindle Edition,558,2013,2013,,2018/08/18,to-read,to-read (#260),to-read,,,,0,,,0,,,,,
75291,Art as Experience,John Dewey,"Dewey, John",,"=""0399531971""","=""9780399531972""",0,3.92,TarcherPerigee,Paperback,384,2005,1934,,2018/08/18,to-read,to-read (#259),to-read,,,,0,,,0,,,,,
4270275,Software Pioneers,Manfred Broy,"Broy, Manfred",,"=""3540430814""","=""9783540430810""",0,3.67,Springer,Hardcover,728,2002,2002,,2018/08/18,to-read,to-read (#258),to-read,,,,0,,,0,,,,,
7885787,Theory Architecture Concepts Princip,Paul-Alan Johnson,"Johnson, Paul-Alan",,"=""0471285331""","=""9780471285335""",0,4.41,John Wiley & Sons,Paperback,512,1994,1994,,2018/08/18,to-read,to-read (#256),to-read,,,,0,,,0,,,,,
